"","Year","Country","GearCode","Tonnage","MainSpecies","Divcode","Code","Effort","Catches","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","DateCreated","catchsum"
"3205",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,102,1,0,24,0,0,0,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",24
"3206",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,106,1,0,8,0,0,0,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",8
"3207",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,1,1,0,0,0,0,0,158,0,0,0,0,0,87,0,"7/8/1996 0:00:00",245
"3208",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,2,1,0,0,0,0,0,9,0,0,0,0,0,6,0,"7/8/1996 0:00:00",15
"3209",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,3,1,0,0,0,0,0,9,0,0,0,0,0,6,0,"7/8/1996 0:00:00",15
"3210",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,103,1,0,0,0,0,0,227,0,0,0,0,0,42,0,"7/8/1996 0:00:00",269
"3218",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,1,1,0,0,5,77,17,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",99
"3219",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,2,1,0,0,1,6,1,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",8
"3220",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,3,1,0,0,1,6,1,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",8
"3221",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,101,1,0,0,0,14,2,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",16
"3222",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,102,1,0,0,0,2,0,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",2
"3223",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,103,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",1
"3224",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,106,1,0,0,0,2,0,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",2
"3225",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,112,1,0,0,1,73,5,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",79
"3226",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,114,1,0,0,0,3,2,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",5
"3227",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,1,1,0,0,19,8,11,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",38
"3228",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",4
"3229",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",4
"3230",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,101,1,0,0,0,0,10,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",10
"3231",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,106,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",2
"3232",1990,3,"bottom otter trawl",5,"yellowtail flounder",45,114,1,0,0,5,2,29,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",36
"3240",1990,3,"Midwater trawl (stern)",4,"15",45,1,1,0,0,0,0,44,9,61,0,0,0,0,0,0,"7/8/1996 0:00:00",114
"3241",1990,3,"Midwater trawl (stern)",4,"15",45,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0,"7/8/1996 0:00:00",6
"3242",1990,3,"Midwater trawl (stern)",4,"15",45,3,1,0,0,0,0,2,1,3,0,0,0,0,0,0,"7/8/1996 0:00:00",6
"3243",1990,3,"Midwater trawl (stern)",4,"15",45,103,1,0,0,0,0,65,48,88,0,0,0,0,0,0,"7/8/1996 0:00:00",201
"3244",1990,3,"Midwater trawl (stern)",5,"15",45,1,1,0,0,0,0,106,82,383,0,0,0,0,0,0,"7/8/1996 0:00:00",571
"3245",1990,3,"Midwater trawl (stern)",5,"15",45,2,1,0,0,0,0,5,8,25,0,0,0,0,0,0,"7/8/1996 0:00:00",38
"3246",1990,3,"Midwater trawl (stern)",5,"15",45,3,1,0,0,0,0,5,8,25,0,0,0,0,0,0,"7/8/1996 0:00:00",38
"3247",1990,3,"Midwater trawl (stern)",5,"15",45,103,1,0,0,0,0,115,369,668,0,0,0,0,0,0,"7/8/1996 0:00:00",1152
"3248",1990,3,"Midwater trawl (stern)",5,"15",45,103,9,0,0,0,0,0,0,44,0,0,0,0,0,0,"7/8/1996 0:00:00",44
"3258",1990,3,"Set lines (bottom)",4,"51",45,101,9,0,0,0,0,0,0,0,0,0,0,0,26,0,"7/8/1996 0:00:00",26
"3296",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,1,1,0,0,0,204,2490,2667,1048,1439,0,0,0,0,0,"7/8/1996 0:00:00",7848
"3297",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,2,1,0,0,0,26,199,214,73,110,0,0,0,0,0,"7/8/1996 0:00:00",622
"3298",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,3,1,0,0,0,30,216,231,76,136,0,0,0,0,0,"7/8/1996 0:00:00",689
"3299",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,101,1,0,0,0,11,60,4,2,1,0,0,0,0,0,"7/8/1996 0:00:00",78
"3300",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,102,1,0,0,0,2,33,26,16,14,0,0,0,0,0,"7/8/1996 0:00:00",91
"3301",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,103,1,0,0,0,0,5,25,4,0,0,0,0,0,0,"7/8/1996 0:00:00",34
"3302",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,104,1,0,0,0,808,6041,2987,1242,2645,0,0,0,0,0,"7/8/1996 0:00:00",13723
"3303",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,105,1,0,0,0,9,49,29,7,10,0,0,0,0,0,"7/8/1996 0:00:00",104
"3304",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,106,1,0,0,0,9,144,77,17,14,0,0,0,0,0,"7/8/1996 0:00:00",261
"3305",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,112,1,0,0,0,1,2,6,5,5,0,0,0,0,0,"7/8/1996 0:00:00",19
"3306",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"7/8/1996 0:00:00",1
"3307",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,120,1,0,0,0,0,2,1,0,0,0,0,0,0,0,"7/8/1996 0:00:00",3
"3308",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,129,1,0,0,0,1,3,2,0,1,0,0,0,0,0,"7/8/1996 0:00:00",7
"3309",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,132,1,0,0,0,1,2,2,0,1,0,0,0,0,0,"7/8/1996 0:00:00",6
"3310",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,199,1,0,0,0,0,1,2,0,0,0,0,0,0,0,"7/8/1996 0:00:00",3
"3311",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,202,1,0,0,0,11,66,236,56,0,0,0,0,0,0,"7/8/1996 0:00:00",369
"3312",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,204,1,0,0,0,27,242,100,3,8,0,0,0,0,0,"7/8/1996 0:00:00",380
"3313",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,312,1,0,0,0,0,0,2,0,4,0,0,0,0,0,"7/8/1996 0:00:00",6
"3314",1990,4,"bottom otter trawl",7,"yellowtail flounder",46,504,1,0,0,0,0,2,56,281,1091,0,0,0,0,0,"7/8/1996 0:00:00",1430
"3711",1990,14,"bottom otter trawl",7,"yellowtail flounder",44,1,1,0,0,0,0,0,0,0,0,19,0,0,0,0,"7/8/1996 0:00:00",19
"3712",1990,14,"bottom otter trawl",7,"yellowtail flounder",44,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,"7/8/1996 0:00:00",2
"3713",1990,14,"bottom otter trawl",7,"yellowtail flounder",44,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,"7/8/1996 0:00:00",2
"3714",1990,14,"bottom otter trawl",7,"yellowtail flounder",44,103,1,0,0,0,0,0,0,0,0,18,0,0,0,0,"7/8/1996 0:00:00",18
"3715",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,1,1,0,0,0,0,0,0,0,0,47,0,0,0,63,"7/8/1996 0:00:00",110
"3716",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,"7/8/1996 0:00:00",9
"3717",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,3,1,0,0,0,0,0,0,0,0,4,0,0,0,5,"7/8/1996 0:00:00",9
"3718",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,101,1,0,0,0,0,0,0,0,0,1,0,0,0,2,"7/8/1996 0:00:00",3
"3719",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,103,1,0,0,0,0,0,0,0,0,90,0,0,0,105,"7/8/1996 0:00:00",195
"3720",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,106,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"7/8/1996 0:00:00",1
"3721",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"7/8/1996 0:00:00",1
"3722",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,199,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"7/8/1996 0:00:00",1
"3723",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,312,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"7/8/1996 0:00:00",1
"3724",1990,14,"bottom otter trawl",4,"yellowtail flounder",45,459,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"7/8/1996 0:00:00",1
"3725",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,1,1,0,0,0,0,0,0,0,0,99,83,0,0,0,"7/8/1996 0:00:00",182
"3726",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,2,1,0,0,0,0,0,0,0,0,7,8,0,0,0,"7/8/1996 0:00:00",15
"3727",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,3,1,0,0,0,0,0,0,0,0,7,8,0,0,0,"7/8/1996 0:00:00",15
"3728",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,103,1,0,0,0,0,0,0,0,0,159,122,0,0,0,"7/8/1996 0:00:00",281
"3729",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,104,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"7/8/1996 0:00:00",1
"3730",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,120,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"7/8/1996 0:00:00",2
"3731",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,312,1,0,0,0,0,0,0,0,0,9,0,0,0,0,"7/8/1996 0:00:00",9
"3732",1990,14,"bottom otter trawl",7,"yellowtail flounder",45,499,1,0,0,0,0,0,0,0,0,0,2,0,0,0,"7/8/1996 0:00:00",2
"4264",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,1,1,0,0,0,11,45,16,0,0,0,0,0,0,0,"7/8/1996 0:00:00",72
"4265",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,2,1,0,0,0,1,4,2,0,0,0,0,0,0,0,"7/8/1996 0:00:00",7
"4266",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,3,1,0,0,0,2,5,2,0,0,0,0,0,0,0,"7/8/1996 0:00:00",9
"4267",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,102,1,0,0,0,0,7,0,0,0,0,0,0,0,0,"7/8/1996 0:00:00",7
"4268",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,104,1,0,0,0,9,35,5,0,0,0,0,0,0,0,"7/8/1996 0:00:00",49
"4269",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,106,1,0,0,0,0,0,4,0,0,0,0,0,0,0,"7/8/1996 0:00:00",4
"4270",1990,20,"bottom otter trawl",5,"yellowtail flounder",46,499,1,0,0,0,0,0,4,0,0,0,0,0,0,0,"7/8/1996 0:00:00",4
"4271",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,1,1,0,0,0,0,615,764,81,0,0,0,0,0,0,"7/8/1996 0:00:00",1460
"4272",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,2,1,0,0,0,0,55,62,7,0,0,0,0,0,0,"7/8/1996 0:00:00",124
"4273",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,3,1,0,0,0,0,65,75,8,0,0,0,0,0,0,"7/8/1996 0:00:00",148
"4274",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,102,1,0,0,0,0,7,3,0,0,0,0,0,0,0,"7/8/1996 0:00:00",10
"4275",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,103,1,0,0,0,0,17,17,5,0,0,0,0,0,0,"7/8/1996 0:00:00",39
"4276",1990,20,"bottom otter trawl",6,"yellowtail flounder",46,104,1,0,0,0,0,1156,933,78,0,0,0,0,0,0,"7/8/1996 0:00:00",2167
